Income,Age,Risk_Appetite,Net_Worth,Investment_Horizon,Stock_Allocation,Bond_Allocation,FD_Allocation,ETF_Allocation,Cash_Allocation,Other_Allocation,Expected_Return,Portfolio_Volatility
101905.82,39,Medium,907624.31,30,38.67,15.54,10.41,23.28,10.01,2.09,8.35,16.53
213397.8,32,High,631071.41,30,54.15,3.76,4.95,13.1,5.48,18.57,9.32,14.63
22288.98,52,Medium,114023.85,16,38.07,15.5,10.23,14.48,16.57,5.16,6.35,13.68
330554.41,61,Medium,1247854.66,6,39.49,18.9,9.68,18.05,9.92,3.96,8.45,13.81
20000,36,Low,133022.3,26,15.56,32.58,21.39,10.75,14.34,5.39,5.19,9.35
53139.29,56,Medium,388751.22,7,28.82,26.93,12.79,11.53,10.2,9.73,6.69,10.76
96062.43,36,Low,601263.63,26,9.11,28.99,26.13,5.35,24.91,5.51,4.16,8.79
75123.85,28,High,690994.09,30,68.48,6.6,1.22,10.75,8.39,4.56,9.93,16.6
36458.88,60,Low,174402.7,12,13.8,29.63,17.39,8.27,21.76,9.15,4.11,9.23
50797.48,46,Low,431074.46,21,19.91,25.53,12.28,7.02,26.64,8.61,5.73,10.47
40445.03,40,Low,298487.95,30,6.43,38.23,25.09,8.87,17.04,4.35,3.83,9.54
37444.23,48,Low,343607.2,18,10.22,35.09,21.75,7.16,17.79,7.99,4.64,7.8
118394.97,43,Medium,603667.84,22,30.96,19.31,11.27,13.15,15.43,9.89,7.18,11.6
79834.6,39,Low,499728.41,24,11.8,37.08,20.77,8.06,15.92,6.37,4.72,9.11
34467.5,24,Low,100819.23,30,13.94,38.18,18.29,7.5,15.89,6.2,4.84,9.76
123226.54,36,Low,396911.72,30,19.06,30.35,23.88,8.14,15.45,3.12,5.16,10.62
76721.67,47,Low,430605.65,21,21.94,27.77,26.59,9.51,12.02,2.16,5.15,9.92
114965.75,38,Medium,710554,27,37.04,13.28,12.72,14.82,9.92,12.21,7.6,12.98
99290.28,50,High,316691.21,15,57.65,3.71,4.7,17.17,0.15,16.63,9.76,17.15
30912.13,44,Low,309841.38,20,9.02,31.86,14.64,10.29,28.71,5.48,4.88,8.7
38328.73,29,Low,395745.34,30,7.36,29.61,28.66,6.1,22.06,6.21,3.74,6.71
109090.68,24,Medium,762672.6,30,33.46,17.61,8.54,17.59,11.06,11.74,6.69,12.13
97772.25,38,High,275314.3,21,57.82,1.09,4.82,11.96,9.75,14.55,9.42,17.88
59005.06,33,Medium,499766.04,26,28.19,24.94,12.9,15.96,11.87,6.13,7.03,13.22
65904.48,44,Low,290305.46,19,15.54,32.32,22.24,8.21,12.75,8.93,4.66,8.83
166746.8,31,Medium,1343166.16,30,35.65,12.49,16.61,12.23,17.74,5.29,7.85,10.9
37378.19,32,Low,236636.94,30,8.22,41.62,18.77,5.57,21.71,4.11,4.57,9.06
92946.35,52,High,277619.21,11,63.89,7.42,1.78,15.16,1.79,9.96,10.15,17.84
51039.02,41,High,256894.62,26,59.82,10.04,4.62,14.07,4.64,6.81,9.37,16.5
50410.51,31,Medium,304035.38,30,40.29,13.46,13.63,17.09,6.66,8.87,8.28,13.8
144512.51,40,Low,1180204.06,25,14.96,29.2,25.81,6.21,15.53,8.28,6.02,10.21
116126.21,56,Low,411875.08,9,7.86,32.52,35.98,9.64,13.76,0.24,3.65,9.29
115025.32,43,High,537150.31,25,66.6,1.39,4.22,15.6,7.83,4.36,9.28,15.19
170498.69,47,Medium,501941.35,20,41.68,20.24,12.32,13.63,10.79,1.35,7.06,13.36
61016.7,30,Medium,452629.5,28,47.25,21.22,10.02,13.3,6.55,1.67,7.81,14.23
103534.71,52,Low,651897.93,11,17.37,33.03,24.29,6.59,11.56,7.16,4.83,10.84
46811.61,67,Low,508528.92,1,12.98,32.71,17.69,6.6,22.72,7.3,4.91,8.81
77763.93,30,High,646234.32,30,55.7,5.9,2.9,14.55,8.71,12.23,8.84,15.64
54067.33,25,Medium,469601,30,37.82,20.37,11.1,11.29,10.9,8.52,7.09,13.27
64841.21,42,Low,256957.72,17,14.74,38.03,17.03,11.54,11.94,6.72,5.33,9.53
96589.51,50,Medium,449202.54,16,39.82,17.13,13.05,9.83,8.81,11.35,7.54,13.59
31179.72,38,Low,228355.84,24,10.13,35.1,13.7,9.41,26.48,5.17,5.46,7.93
319978.68,27,Medium,701475.39,30,39.55,17.86,5.63,14.48,8.83,13.64,8.03,12.99
26830.27,38,Low,278426.71,27,11.64,40.89,22.65,7.69,11.15,5.99,4.83,7.43
22714.28,47,Medium,233755.04,17,42.96,22.77,4.87,15.31,6.15,7.95,8.55,13.94
151537.52,35,Low,408315.33,27,11.07,33.69,22.47,12.04,14.88,5.85,4.98,8.26
113032.42,47,Low,1040811.74,17,12.45,27.91,21.96,6.36,20.73,10.59,4.24,7.95
98853.64,53,Medium,254256.62,10,34.83,17.55,10.62,13.67,13.55,9.78,7.1,11.54
99188.39,42,High,331010.62,27,62.74,7.01,2.92,9.91,2.46,14.95,9.91,16.2
59415.03,39,Low,184145.94,26,19.45,36.23,10.77,7.8,17.5,8.25,5.73,11.73
29269.36,49,Low,219736.33,23,22.04,34.4,19.82,8.94,13.7,1.1,5.54,10.39
63751.21,29,Medium,556375.42,30,45.57,14.01,11.48,11.38,11.8,5.75,7.17,13.41
34904.48,28,Medium,147663.49,30,29.12,24.27,12.77,13.72,10.63,9.49,6.69,12.24
130900.87,36,Medium,1105707.76,28,30.21,24.72,10.22,12.03,10.78,12.05,6.41,13.28
53340.65,34,Low,219593.36,28,17.81,38.23,14.36,6.87,16.27,6.46,5.91,8.7
30998.75,30,Low,337640.58,30,11.49,40.33,19.98,8.23,13.29,6.68,5.31,9.63
46397.05,61,Medium,470583.71,2,39.17,19.34,10.92,15.04,6.03,9.5,7.47,13.24
83486.9,66,Medium,725337.3,1,31.5,11.19,12.92,17.68,14.07,12.64,6.12,12.67
38220.23,35,Low,292356.19,30,12.67,32.14,18.61,10.45,22.91,3.23,4.15,9.1
31080.12,41,Medium,163467.64,23,39.12,15.6,8.49,13.56,16.16,7.07,7.55,12.68
72915,37,Low,252401.18,30,5.13,40.94,25.35,6.69,20.59,1.31,3.18,6.8
72989.66,53,Medium,467760.4,14,34.67,25.16,8.79,14.54,9.29,7.55,6.79,12.9
39996.42,55,Medium,263832.6,14,41.33,22.95,7.85,11.29,10.46,6.11,8.2,12.23
41161.93,18,Low,322427.39,30,16.53,29.07,21.07,6.83,22.69,3.81,5.33,8.2
72239.32,45,High,287775.99,23,66.78,4.02,3.27,15.3,0.06,10.57,9.65,19.38
20000,24,Low,153940.55,30,16.57,34.26,27.83,8.09,11.67,1.59,5.59,9.72
20000,61,Low,211936.03,10,5.2,39.62,17.5,6.2,21.57,9.92,4.19,8.21
33770.55,45,Low,193311.15,21,14.87,30.59,17.83,4.96,25.35,6.4,4.24,9.28
50581.55,30,Low,446797.73,30,23.89,22.69,23.95,9.07,19.15,1.25,4.65,10.26
76943.44,37,Medium,456706.69,30,37.78,23.06,7.87,9.99,11.96,9.35,7.19,12.55
195318.1,36,Medium,680754.59,30,41.37,19.92,11.86,10.31,6.33,10.22,7.78,14.51
119160.61,46,Low,469992.57,15,10.8,30.6,23.54,9.16,17.56,8.34,5.31,7.43
52793.8,52,High,275380.45,15,62.81,1.05,5.55,13.96,5.45,11.17,9.96,15.53
59094.13,26,Low,218942.93,30,11.41,25.56,30.04,7.6,15.8,9.58,4.12,8.56
26905.24,62,Medium,236974.37,4,38.1,24.99,9.53,13.77,7.35,6.25,7.49,13.01
59117.92,59,Low,626125.83,3,14.33,29.5,12.88,6.73,29.92,6.65,6.23,9.09
47627.85,29,Low,465679.96,30,8.78,25.08,21.71,8.86,28.01,7.58,3.1,7.25
77673.91,40,Medium,396525.72,26,37.16,27.67,8.04,17.71,6.88,2.54,7.27,12.13
30955.78,60,Low,336043.69,4,21.74,33.29,13.37,8.27,18.96,4.37,5.77,10.21
90905.62,54,Medium,929619.59,9,45.91,20.41,10.63,13.98,8.57,0.5,7.98,14.04
204493.4,35,Medium,925228.7,30,45.53,12.34,11.25,17.04,11.54,2.3,7.98,12.78
55000.18,49,Medium,557327,13,35.73,15.01,8.83,21.05,8.67,10.72,7.97,12.44
82740.89,75,Low,900707.15,1,17.66,27.78,25.35,9.47,17.37,2.38,5.11,9.05
104215.38,41,Medium,914468.16,27,41.34,15.39,12.15,12.82,12.44,5.85,7.78,13.92
43526.42,32,Medium,254933.05,30,29.31,21.39,13.04,9.96,13.26,13.04,6.5,11.14
71780.91,42,High,535015.17,21,63.6,7.21,3.6,16.04,2.81,6.75,9.36,18.17
60607.49,42,Medium,339794.49,18,38.03,17.41,14.73,12.08,15.39,2.36,7.05,11.3
64876.5,33,Medium,679668.84,29,41.35,13.52,12.82,18.81,7.62,5.89,7.84,15.96
32328.1,45,Low,127204.72,22,20.93,25.99,18.05,4.75,25.14,5.15,4.14,10.49
61188.1,24,Medium,583543.29,30,46.32,18.82,4.95,12.48,14.1,3.31,7.77,12.58
89366.26,32,High,264029.22,30,66.05,1.4,1.78,11.88,2.75,16.15,10.65,15.45
191571.18,49,High,496813.46,13,61.93,4.57,2.84,10.22,4.91,15.53,9.1,16.98
129251.64,18,Medium,1248413.1,30,34.46,23.75,13.3,11.11,13.99,3.38,6.9,10.69
335925.88,50,Medium,3052591.31,14,34.12,16.91,11.71,18.56,6.57,12.13,6.9,13.39
32474.87,18,Low,176883.1,30,25.62,32.14,15.64,10.43,13.56,2.6,6.03,12.12
120566.45,19,Medium,1183702.98,30,38.06,17.53,8.74,12.88,11.6,11.19,8.27,12.37
69478.56,34,Medium,652001.69,30,33.12,19.43,8.1,20.98,16.36,2.01,7.75,13.24
345912.87,43,Medium,3230885.58,22,35.43,18.98,13.87,18.55,7.21,5.95,7.32,11.6
31428.21,55,Low,267483.74,7,7.43,24.64,20.12,8.96,29.93,8.92,4.96,7.76
30647.99,40,Low,336262.73,26,19.77,32.98,21.64,7.39,15.06,3.16,4.9,9.56
37145.05,37,Medium,351865.85,27,38.88,26.25,5.38,10.81,12.26,6.43,6.97,12.97
20000,46,Medium,236392.46,15,41.42,18.19,11.57,14.54,7.13,7.16,7.78,12.51
39399,29,Low,196528.01,30,20.25,20.93,21.14,5.53,28.03,4.11,5.22,8.04
32688.99,41,Medium,245527.86,20,46.88,14.88,9.98,14.89,9.54,3.83,7.81,14.67
67671.13,25,High,630068.02,30,64.35,9.13,1.63,14.78,9.82,0.29,9.51,15.87
78865.93,40,Medium,563498.83,27,33.63,26.18,6.45,10.61,11.09,12.05,7.12,12.89
269153.33,38,High,2301253.03,26,63.81,8.26,1.02,10.83,0.93,15.14,9.6,18
128340.08,30,High,1285778.92,30,61.72,5.1,2.64,19.64,9.77,1.13,8.94,15.45
37819.38,41,Medium,360063.29,23,41.61,25.79,10,15.83,6.13,0.65,8.47,16.89
29242.2,41,Low,173258.87,21,16.1,24.25,17.41,10,29.56,2.68,5.19,6.55
88932.7,54,Low,316315.46,12,12.57,28.5,25.33,8.7,15.35,9.54,4.76,8.8
20866.77,20,Medium,107264.31,30,35.62,12.83,15.03,19.57,7.11,9.83,7.57,12.99
259695.96,39,Medium,1935385.36,22,38.68,11.56,14.57,16.92,12.81,5.47,7.47,10.99
154145.45,30,Low,351787.09,30,14.6,32.77,23.09,8.24,13.27,8.03,4.52,9.46
41223.32,50,Low,195013.32,19,14.75,40.07,12.53,9.35,17.79,5.52,4.72,11.83
20000,49,Medium,141304.42,17,41.64,13.99,15.05,16.04,12.69,0.6,7.15,13.98
177228.96,46,Low,1641379.58,19,15.4,37.35,14.42,9.79,21.91,1.13,5.94,8.1
54746.46,31,Low,162831.29,30,5.85,31.7,32.34,7.74,14.37,8.01,5.27,9.06
161514.93,50,Medium,437553.35,16,38.5,20.32,10.74,16.35,13.78,0.3,7.84,13.35
20000,21,Low,149285.21,30,13.86,26.19,12.22,8.02,29.16,10.56,4.37,9.87
37145.57,19,Low,146116.97,30,11.64,41.4,13.78,8.58,16.12,8.49,5.63,11.42
60252.23,24,Medium,261256.48,30,31.39,20.42,12.74,16.63,10.74,8.08,6.91,12.33
62297.98,39,Low,255416.26,21,15.87,32.83,19.8,6.4,21.6,3.49,4.94,10.2
41858.39,48,Medium,326477.87,15,45.01,15.49,13.18,13.26,8.03,5.02,7.51,13.73
98753.27,18,Medium,259390.71,30,41.65,16.81,13.47,18.73,6.71,2.62,7.87,12.54
25540.06,55,Low,298141.38,13,16.44,34.81,12.02,7.41,18.22,11.11,5.18,9.32
53540.64,41,Medium,200824.54,20,42.96,23.55,8.52,9.29,11.89,3.79,7.65,13.78
66061.17,21,Low,656030.4,30,14.65,24.29,25.35,9.09,25.21,1.41,3.75,8.11
90549.41,41,Low,785771.79,22,10.47,27.32,21.72,5.98,30.3,4.21,3.82,7.6
106020.92,53,Medium,967337.92,14,42.53,18.62,12.52,11.96,9.42,4.96,7.01,12.22
24401.17,47,Low,129536.11,16,16.91,24.09,19.72,8.41,22.37,8.49,5.32,11.03
20000,53,Low,200143.53,5,5.23,25.94,24.82,9.26,25.98,8.78,4.75,8.01
166748.39,23,High,1446460.49,30,62.9,5.07,2.9,15.21,5.62,8.29,9.41,16.65
78272.46,35,Medium,540975.41,26,39,22.69,10.69,12.49,8.51,6.63,7.41,14.21
32968.59,28,Low,239282.44,30,16.7,29.16,26.24,6.25,15.2,6.46,4.51,10.7
207527.97,60,High,739717.76,4,54.77,9.47,4.83,12.07,6.08,12.77,8.84,15.58
65817.4,47,High,396744.46,16,56.47,7.94,0.7,14.47,4.54,15.88,9.12,16.74
154127.83,74,Medium,567874.83,1,35.02,22.58,12.46,13.39,13.46,3.09,6.64,11.01
63330.01,34,Medium,653548.78,29,43.9,17.08,5.89,14.06,6.53,12.54,9.45,14.84
311981.19,31,Medium,2364244.96,30,34.15,22.99,11.28,15.26,12.92,3.39,6.58,14.78
244353.81,38,Medium,621364.29,29,31.6,29.4,7.05,15.29,10.49,6.17,6.65,13.28
49164.57,56,Low,341849.86,8,14.67,33.38,21.48,6.03,21.37,3.08,4.33,8.75
130529.77,35,Medium,962246.05,30,39.12,23.44,11.07,13.14,10.1,3.12,7.14,13.39
100549.02,41,Low,319030.4,26,14.43,28.45,23.33,8.29,18.11,7.38,4.63,10.19
179333.97,41,Medium,1353708.25,23,40.28,18.81,11.28,17.9,5.39,6.35,8.3,14.18
27726.98,40,Low,134783.06,19,8.09,32.01,21.61,6.39,26.98,4.93,4.37,7.36
103874.74,32,Low,578696.41,30,21.72,26.54,23.11,6.07,21.05,1.52,4.88,9.16
139921.86,38,Low,1018073.24,24,22.22,33.22,17.47,7.77,17.2,2.11,4.83,12.16
20000,37,Low,135408.66,30,18.59,27.31,22.75,6.88,19.52,4.96,5.65,9.38
23283.33,39,Low,156512.69,30,23.25,37.4,14.19,9.92,13.32,1.93,5.02,10.53
20000,51,Low,225978.45,13,16.2,28.76,16.47,7.07,24.6,6.9,5.17,9.6
48367.06,61,Low,277399.99,4,8.65,44.36,19.84,8.61,18.4,0.14,4.51,8.62
106524.86,29,Medium,800405.57,30,44.59,16.57,10.12,11.06,6.7,10.96,7.53,14.67
199583,35,Medium,1789977.51,27,44.36,13.86,12.96,17.86,5.86,5.1,7.18,15.2
63664.07,30,Medium,235074.29,30,43,23.59,9.37,12.2,7.08,4.77,8.18,14.62
220795.51,42,Low,564716.56,18,15.69,27.79,22.5,5.79,21.01,7.22,4.94,6.72
20000,33,Medium,205085.45,30,38.26,17.8,6.67,12.96,12.5,11.81,6.5,13.45
20000,42,Low,170180.93,28,16.62,27.62,22.25,4.48,21.97,7.05,4.38,10.29
57392.09,53,High,547812.2,12,69.22,5.77,1.4,12.32,7.89,3.39,9.56,16.05
81581.04,18,Low,320199.44,30,10.17,34.76,23.72,6.9,22.88,1.58,5.56,9.49
58451,45,Medium,551247.47,20,32.82,24.04,8.2,16.12,6.37,12.45,8.64,14.46
20000,34,Low,89249.67,27,10.65,29.35,31.96,10.43,14.03,3.58,4.62,8
55871.17,45,Low,551507.05,18,20,31.17,20.01,6.13,22.65,0.04,4.54,9.15
21131.59,29,Low,210314.71,30,19.51,26.88,15.29,7.63,27.6,3.1,4.5,8.18
102522.53,54,High,724361.81,9,65.16,8.99,0.37,9.36,3.75,12.37,9.93,17.73
80448.98,50,Medium,602420.53,15,36.67,25.37,10.53,16.33,9.83,1.27,7.79,14.77
28288.09,46,Low,180842.34,20,15.18,30.32,14.09,6.52,28.25,5.64,4.1,8.96
39775.5,49,Medium,192706.05,16,34.66,17.85,10.77,16.36,8.14,12.21,7.63,14.02
25712.41,31,Low,176108.11,30,6.24,37.98,27.75,6.89,13.09,8.05,4.76,7.22
57065.59,32,Medium,446274.31,30,38.99,11.92,11.36,13.15,14.35,10.23,7.8,12.8
128825.45,49,Medium,1335672.42,14,41.62,8.96,11.92,13.5,12.48,11.52,7.6,11.83
27269.36,30,Low,262826.46,30,8.1,36.08,24.95,9.15,19.89,1.82,3.63,8.29
89799.71,57,Medium,548605.18,7,33.22,27.31,8.66,14.89,9.75,6.17,6.78,14.13
39257.34,36,Low,347938.16,27,16.97,29.54,22.08,4.72,20.87,5.81,5.06,10.11
31818.45,46,Low,137140.13,20,14.54,27.52,27.08,8.42,16.1,6.34,5.04,10.47
55076.34,65,Medium,358022.03,1,45.9,15.75,9.59,12.1,11.72,4.95,8.15,13.44
26210.25,31,Medium,172519.56,30,37.44,17.02,10.09,12.89,6.62,15.94,8.17,13.72
38529.54,40,Low,424932.82,25,22.6,33.06,16.81,8.46,15.15,3.92,5.92,11.21
23012.61,52,Low,170011.41,14,5.06,29.09,26.84,5.45,26.84,6.72,3.42,5.89
288912.73,51,Low,821314.38,17,13.24,25.48,26.75,5.71,24.45,4.36,4.97,9.91
61716.75,36,Medium,192626.23,28,45.96,17.65,9.71,17.06,9.41,0.21,7.93,13.06
34280.07,33,Medium,293085.47,30,37.98,28.88,11.33,10.83,9.43,1.56,7.03,12.02
71202.54,37,Medium,344078.38,29,35.01,20.36,12.48,14.27,9.68,8.2,6.76,12.63
54843.41,57,High,547920.28,8,69.16,5.16,1.4,10.25,7.68,6.35,9.36,17.35
50278.06,36,Medium,330809.53,24,33.32,25.31,9.62,17.85,6.83,7.08,7.48,13.32
98069.65,40,Medium,495335.32,28,41.9,18.62,14.18,12.38,10.82,2.09,8.01,13.22
109985.74,34,Low,921905.65,30,23.41,31.84,15.83,9,12.31,7.61,5.81,11.8
39249.69,48,Medium,257603.57,16,40.41,22.59,6.22,17.28,9.05,4.45,8.94,14
37852.23,41,Medium,339997.31,20,42.54,17.9,9.43,11.45,10.12,8.57,7.91,14.02
48149.14,27,Low,398361.55,30,19.31,32.47,12.04,7.31,22.16,6.71,5.04,9.57
20000,28,Low,183713.83,30,20.42,33.26,16.99,5.89,18.56,4.88,4.59,10.84
20000,18,Medium,195139.5,30,37.28,12.89,16.87,14.19,7.9,10.88,7.64,12.04
179082.03,30,Low,1603628.76,30,7.09,36.36,18.91,8.23,23.01,6.41,4.53,8.8
223702.88,49,Medium,1685803.98,12,40.95,25.03,10.32,10.51,6.91,6.27,7.96,13.25
49161.74,55,Low,529690.79,9,19.6,23.17,22.13,8.25,20.27,6.57,5.14,9.63
95162.9,48,Low,254105.7,19,18.94,25.8,20.04,6.08,23.48,5.65,4.44,9.36
76964.53,46,Low,772805.57,20,5.67,22.01,29.28,10.65,30.09,2.3,3.5,7.84
500000,38,High,1631013.68,29,66.42,3.79,0.67,13.39,4.17,11.56,9.86,17.05
146937.08,49,Medium,591659.89,13,39.28,19.4,13.5,12.03,12.95,2.83,7.03,10.99
54163.68,43,Medium,505514.05,21,37.54,19.48,10.95,15.13,11.18,5.72,6.94,12.07
27935.89,61,Low,206363.95,4,9.93,22.36,25.17,7.28,25.74,9.52,4.46,7.87
20000,38,Low,146049.67,26,20.3,27.32,21.3,4.98,23.47,2.63,5.47,9.99
70606.02,56,High,344765.63,10,69.63,4.04,1.85,13.16,1.56,9.76,10.53,17.79
32761.83,50,Medium,174348.48,19,34.93,11.78,14.54,19.82,14.09,4.85,7.19,14.27
20000,48,Low,104998.47,17,6.34,40.05,25.19,10.46,12.32,5.65,4.38,8.14
35769.17,18,Low,145845.07,30,21.02,26.81,23.14,4.91,20.62,3.5,4.92,9.09
25257.07,51,Low,216028.96,9,19.8,32.41,19.28,6.62,14.1,7.79,5.6,11.04
231379.19,38,High,1808715.09,27,63.03,1.78,4.04,10.78,3.91,16.46,9.7,15.94
121468.67,34,High,994903.93,29,71.05,0.09,1.93,13.58,7.21,6.14,10.07,16.94
59618.53,22,Low,317766.67,30,14.62,34.89,15,4.68,26.08,4.73,5.02,9.54
196036.31,39,Medium,1876965.47,27,47.36,14.09,12.21,13.12,9.86,3.36,8.4,13.14
63831.02,40,Low,335526.4,29,9.69,32.73,32.84,9.8,14.84,0.1,4.65,9.69
30123.85,24,Low,111030.61,30,18.68,29.15,21.63,3.99,22.67,3.88,4.74,9.13
202926.5,22,High,1962338.95,30,62.45,8.83,3.33,12.42,6.55,6.42,8.71,17.01
92339.55,45,Medium,629086.2,18,38.33,12.37,9.78,16.57,10.98,11.97,7.34,12.94
26168.27,50,Medium,305690.43,10,40.04,10.2,11.68,13.43,12.25,12.38,7.16,12.48
51525.33,42,Medium,307321.08,26,33.03,18.68,12.26,14.64,9.75,11.64,7,11.77
29780.39,53,Low,293004.48,15,7.79,29.66,22.81,6.17,29.29,4.28,3.79,9.17
20000,38,Low,95589.88,26,19.02,28.84,27.99,8.79,12.52,2.84,5.01,9.87
125874.65,39,Medium,1150804.63,20,43,24.3,12.22,10.04,9.81,0.63,7.75,12.36
276407.96,28,High,958278.19,30,69.61,3.54,0.09,11.4,0.49,14.87,9.41,18.43
20000,21,Medium,71988.65,30,44.25,15.97,7.46,15.89,13.32,3.1,7.7,12.02
94134.06,62,Low,323883.42,2,6.47,30.09,22.15,7.07,26.86,7.36,3.68,8.18
35652.9,53,Low,283282.25,15,18.29,32.9,14.07,9.83,17.92,7,6.07,11.93
40635.59,23,Low,199154.8,30,18.35,30.74,18.66,9.35,22.5,0.4,5.05,9.04
37353.6,41,Low,402868.07,24,20.45,31.76,15.96,11.17,15.25,5.42,5.47,11.86
30058.69,38,Low,303160.15,22,14.53,36.8,21.03,5.69,21.31,0.64,4.46,8.87
62374.83,36,Low,561599.15,30,6.42,34.27,26.03,7.31,20.24,5.73,4.77,7.85
30863.82,35,Medium,296635.89,24,36.27,25.31,12.66,11.24,9.65,4.87,7.43,11.7
74493.36,44,Medium,723783.11,26,44.66,20.98,12.25,11.17,4.79,6.15,7.38,14.76
57636.39,49,Medium,563213.45,21,32.14,25.97,6.14,16.4,6.2,13.16,6.87,13.64
49560.1,44,Low,511136.7,13,15.3,21.61,29.4,5.51,18.71,9.46,4.21,9.07
29028.95,38,Low,313047.29,30,18.48,28.59,12.68,9.62,28.75,1.88,4.97,8.85
37823.38,38,Low,203914.94,26,20.23,32.98,26.23,5.63,10.87,4.07,4.98,10.94
109799.67,51,Low,463463.93,15,16.17,24.27,25.39,8.67,22.15,3.34,4.51,9.2
89575.18,45,Medium,684995.43,15,36.49,24.82,11.53,17.26,9.57,0.34,7.73,14.81
27448.19,40,Low,121978.14,24,17.82,26.82,15.21,8.72,29.5,1.94,4.45,10.73
64962.51,39,Low,278657.17,22,9.95,28.54,20.37,8.78,22.29,10.07,4.2,7.01
109448.52,44,Medium,939688.71,18,38.8,13.57,6.08,11.51,13.82,16.21,8.01,14.89
20000,34,Medium,177893.67,30,29.69,25.44,13.13,12.07,6.73,12.95,7.84,12.6
92668.88,49,Medium,716847.54,18,40.99,10.31,12.68,19.68,5.48,10.87,8.07,14.29
35312.8,27,Medium,366183.27,30,47.58,16.33,7.2,12.92,9.07,6.9,8.04,13.01
94710.37,35,High,730268.42,28,66.56,6.12,0.49,16.74,6.27,3.82,9.77,16.67
32581.26,47,Low,224452.43,15,17.14,31.37,20.04,8.67,20.21,2.57,5.3,10.22
20000,26,Low,110853.19,30,21.9,31.3,14.24,7.72,20.29,4.55,4.36,9.38
20000,21,Low,115168.86,30,14.65,27.5,28.58,7.98,15.34,5.95,5.33,7.38
62353.05,40,Medium,303286.23,30,31.69,20.71,10.42,14.95,12.05,10.18,6.77,11.65
73856.39,19,Medium,187385.52,30,31.04,23.19,11.23,11.82,12.05,10.67,6.62,12.63
29104.46,24,Low,143112.67,30,9.32,31.77,21.61,8.17,19.48,9.65,4.59,9.56
100004.83,49,Medium,917338.03,17,46.25,14.29,7.54,12.6,8.55,10.76,7.59,15.01
20000,37,Low,193516.64,28,14.46,24.34,22.9,8.32,22,7.99,5.62,8.47
56910.55,55,Low,451934.35,12,9.8,37.26,24.35,9.34,18.61,0.64,3.97,7.77
22772,25,Medium,234904.14,30,35.83,28.45,7.19,19.91,8.47,0.15,8.07,12.63
35618.87,38,Medium,184500.44,25,33.76,19.97,12.76,16.79,13.63,3.09,7.68,12.64
62318.82,44,Medium,456642.55,19,36.18,19.75,6.69,15.45,13.01,8.91,7.56,13.42
30144.84,25,Low,92844.33,30,6.91,30.98,32.5,10.07,15.01,4.53,4.73,7.52
44110.6,52,Low,454996.76,12,9.46,31.45,22.22,7.94,20.92,8.01,4.56,9.03
134206.39,46,Medium,795126.03,21,31.74,22.02,11.27,17.08,8.7,9.18,7.26,14.06
37819.74,20,Medium,149455.87,30,32.6,27.59,11.11,14.36,11.03,3.31,6.42,13.68
117084.78,39,High,497332.21,23,61.59,0.89,1.85,15.75,5.45,14.47,9.41,16.77
24302.5,44,Low,257519.61,18,17.26,22.8,23.07,7.79,18.19,10.89,4.94,9.63
91669.33,32,Low,295132.18,29,14.16,33.27,18.22,5.07,21.19,8.09,4.87,9.06
190109.35,22,Medium,1809336.28,30,40.9,15.67,5.01,17.66,13.3,7.47,7.02,15.36
20000,43,Medium,142754.02,25,40.84,22.68,5.03,13.95,5.1,12.4,8.01,14.37
31716.22,66,Medium,193140.26,1,33.8,24.7,13.08,11.36,9.73,7.33,7.29,10.52
95202.13,35,Medium,478153.47,30,40.47,18.97,10.93,9.86,10.37,9.4,7.79,14.09
51004.21,58,Medium,326887.37,3,44.5,20.37,5.89,11.7,5.7,11.84,7.73,12.33
80742.19,30,Medium,545531.23,30,48.33,22.27,5.63,12.36,9.1,2.31,7.65,15.1
37008.83,42,Medium,289754.1,23,35.56,24.78,9.62,15,13.59,1.44,7.4,13.05
64303.65,49,Medium,407978.61,19,37.25,13.42,11.61,17.42,6.9,13.4,7.29,14.18
52974.08,39,Low,334113.91,28,18.88,35.13,20.4,7.75,14.86,2.98,5.21,10.13
152714.51,36,Medium,689984.34,26,37.14,25.04,9.26,13.59,8.99,5.98,8.29,14.3
73543.81,48,High,420902.26,23,54.94,6.81,2.34,11.43,5.57,18.91,9.02,17.27
78604.32,62,Low,512961.39,1,17.99,30.97,25.67,6.01,11.55,7.81,5.6,7.77
43156.93,43,Low,335634.37,22,10.73,29.82,21.43,7.71,24.71,5.6,4.71,8.73
40619.96,33,Medium,156712.11,30,36.14,17.92,15.54,17.84,8.69,3.86,6.44,12.62
42448.77,37,Low,381335.55,27,6.12,44.16,13.08,10.73,21.08,4.82,4.49,9.18
82261.75,70,Low,682403.37,1,21.83,27.92,17.28,6.98,19.31,6.68,6.71,9.89
42843.63,41,Medium,229089.65,23,45.53,16.4,4.77,14.09,6.09,13.11,8.88,13.5
75653.56,32,Medium,461315.13,28,39.44,15.06,12.19,13.47,10.03,9.81,7.96,13.61
315659.85,26,Medium,3048579.36,30,49.36,12.66,10.71,10.72,6.62,9.93,8.85,14.5
120451.16,18,High,278634.51,30,62.11,2.65,3.5,14.42,4.26,13.07,10.22,15.18
46225.23,44,Low,436489.77,23,25.34,30.63,15.66,7.66,13.02,7.68,5.52,11.68
